datettime              Tput   RbNum MCS PdschBler nonWPdschBler
20221018.201147.604064 0.107967 1.2 26.0 0.0 0.0 
20221018.201147.604075 0.109389 1.1 26.0 0.0 0.0 
20221018.201147.604087 0.110291 1.2 26.0 0.0 0.0 
20221018.201147.604108 0.108001 1.6 19.5 10.1 9.4 
20221018.201147.604119 0.108772 1.2 26.0 0.0 0.0 
20221018.201157.604212 0.103977 1.1 26.0 0.0 0.0 
20221018.201157.604225 0.101307 1.2 26.0 0.0 0.0 
20221018.201157.604236 0.109573 1.2 26.0 0.0 0.0 
20221018.201157.604247 0.109886 1.2 26.0 0.0 0.0 
20221018.201157.604259 0.109287 1.2 26.0 0.0 0.0 
20221018.201157.604270 0.108154 2.1 16.1 8.0 8.6 
20221018.201157.604281 0.107811 1.1 26.0 0.0 0.0 
20221018.201207.604376 0.106838 1.2 26.0 0.0 0.0 
20221018.201207.604389 0.102862 1.2 26.0 0.0 0.0 
20221018.201207.604401 0.117130 1.5 26.0 2.3 2.4 
20221018.201207.604413 0.112839 1.2 26.0 0.0 0.0 
20221018.201207.604424 0.109259 1.2 26.0 0.0 0.0 
20221018.201207.604436 0.109739 1.6 20.0 10.4 10.7 
20221018.201207.604447 0.109295 1.2 26.0 0.0 0.0 
20221018.201217.604539 0.104034 1.2 26.0 0.0 0.0 
20221018.201217.604551 0.107983 1.2 26.0 0.0 0.0 
20221018.201217.604573 0.109613 1.2 26.0 0.1 0.1 
20221018.201217.604585 0.110941 1.2 26.0 0.0 0.0 
20221018.201217.604599 0.108096 1.2 26.0 0.0 0.0 
20221018.201217.604611 0.108644 1.7 19.9 9.0 13.9 
20221018.201217.604623 0.113469 1.2 26.0 0.0 0.0 
20221018.201227.604720 0.104498 1.1 26.0 0.0 0.0 
20221018.201227.604733 0.103123 1.2 26.0 0.0 0.0 
20221018.201227.604744 0.108485 1.2 26.0 0.0 0.0 
20221018.201227.604756 0.109431 1.1 26.0 0.0 0.0 
20221018.201227.604776 0.110222 1.2 26.0 0.0 0.0 
20221018.201227.604787 0.109855 2.0 16.9 12.3 5.7 
20221018.201227.604798 0.109505 1.2 26.0 0.0 0.0 
20221018.201237.604884 0.105026 1.2 26.0 0.0 0.0 
20221018.201237.604896 0.103271 1.1 26.0 0.0 0.0 
20221018.201237.604907 0.107434 1.2 26.0 0.0 0.0 
20221018.201237.604918 0.109818 1.1 26.0 0.0 0.0 
20221018.201237.604931 0.111279 1.2 26.0 0.0 0.0 
20221018.201237.604943 0.108582 1.6 19.2 9.1 10.4 
20221018.201237.604954 0.109581 1.2 26.0 0.0 0.0 
20221018.201247.605045 0.103756 1.2 26.0 0.0 0.0 
20221018.201247.605058 0.103789 1.2 26.0 0.0 0.0 
20221018.201247.605069 0.111496 1.3 26.0 0.0 0.0 
20221018.201247.605082 0.111607 1.2 26.0 0.0 0.0 
20221018.201247.605094 0.109686 1.2 26.0 0.0 0.0 
20221018.201247.605106 0.110600 1.9 17.7 9.0 8.9 
20221018.201247.605117 0.109398 1.1 26.0 0.0 0.0 
20221018.201257.605223 0.108470 1.2 26.0 0.0 0.0 
20221018.201257.605245 0.102423 1.1 26.0 0.0 0.0 
20221018.201257.605256 0.109527 1.3 26.0 0.0 0.0 
20221018.201257.605267 0.108298 1.2 26.0 0.0 0.0 
20221018.201257.605278 0.112185 1.2 26.0 0.0 0.0 
20221018.201257.605291 0.110124 1.4 20.7 10.5 11.5 
20221018.201257.605302 0.109200 1.2 26.0 0.0 0.0 
20221018.201307.605396 0.104025 1.1 26.0 0.0 0.0 
20221018.201307.605409 0.104084 1.2 26.0 0.0 0.0 
20221018.201307.605421 0.111169 1.3 26.0 0.7 0.6 
20221018.201307.605441 0.111081 1.2 26.0 0.0 0.0 
20221018.201307.605452 0.109112 1.3 26.0 0.0 0.0 
20221018.201307.605465 0.109260 1.6 19.9 14.2 13.4 
20221018.201307.605476 0.110508 1.2 26.0 0.0 0.0 
20221018.201317.605574 0.101910 1.1 26.0 0.0 0.0 
20221018.201317.605588 0.099281 1.1 26.0 0.0 0.0 
20221018.201317.605599 0.110101 1.3 26.0 0.0 0.0 
20221018.201317.605611 0.108894 1.2 26.0 0.0 0.0 
20221018.201317.605623 0.108124 1.2 26.0 0.0 0.0 
20221018.201317.605635 0.110764 2.0 18.2 8.0 8.0 
20221018.201317.605646 0.112511 1.2 26.0 0.0 0.0 
20221018.201327.605737 0.101471 1.2 26.0 0.0 0.0 
20221018.201327.605751 0.098799 1.1 26.0 0.0 0.0 
20221018.201327.605763 0.107944 1.2 26.0 0.0 0.0 
20221018.201327.605774 0.106499 1.1 26.0 0.0 0.0 
20221018.201327.605786 0.102187 1.2 26.0 0.0 0.0 
20221018.201327.605797 0.110779 1.6 20.3 8.0 7.7 
20221018.201327.605808 0.110237 1.2 26.0 0.0 0.0 
20221018.201337.605916 0.103099 1.2 26.0 0.0 0.0 
20221018.201337.605929 0.097060 1.1 26.0 0.0 0.0 
20221018.201337.605941 0.108434 1.3 26.0 0.0 0.0 
20221018.201337.605953 0.109263 1.2 26.0 0.0 0.0 
20221018.201337.605964 0.104105 1.2 26.0 0.0 0.0 
20221018.201337.605977 0.109792 1.6 19.6 10.0 11.3 
20221018.201337.605988 0.105840 1.1 26.0 0.0 0.0 
20221018.201347.606090 0.102403 1.1 26.0 0.0 0.0 
20221018.201347.606103 0.098049 1.1 26.0 0.0 0.0 
20221018.201347.606114 0.119508 1.6 26.0 4.0 4.0 
20221018.201347.606127 0.107233 1.1 26.0 0.0 0.0 
20221018.201347.606139 0.109219 1.2 26.0 0.0 0.0 
20221018.201347.606151 0.105373 1.5 20.7 10.9 8.9 
20221018.201347.606163 0.108349 1.2 26.0 0.0 0.0 
20221018.201357.606250 0.099873 1.1 26.0 0.0 0.0 
20221018.201357.606262 0.101761 1.2 26.0 0.0 0.0 
20221018.201357.606273 0.111413 1.4 26.0 2.0 1.7 
20221018.201357.606284 0.109734 1.2 26.0 0.0 0.0 
20221018.201357.606296 0.107849 1.2 26.0 0.0 0.0 
20221018.201357.606308 0.109188 1.8 18.5 9.4 11.0 
20221018.201357.606319 0.110622 1.2 26.0 0.0 0.0 
20221018.201407.606418 0.103676 1.2 26.0 0.0 0.0 
20221018.201407.606430 0.102194 1.2 26.0 0.0 0.0 
20221018.201407.606442 0.107170 1.3 26.0 0.0 0.0 
20221018.201407.606453 0.104683 1.1 26.0 0.0 0.0 
20221018.201407.606466 0.107935 1.2 26.0 0.0 0.0 
20221018.201407.606478 0.109322 1.8 19.3 12.3 10.3 
20221018.201407.606490 0.109653 1.2 26.0 0.0 0.0 
20221018.201417.606593 0.104453 1.2 26.0 0.0 0.0 
20221018.201417.606606 0.103564 1.1 26.0 0.0 0.0 
20221018.201417.606617 0.118522 1.5 26.0 2.9 2.8 
20221018.201417.606628 0.102625 1.1 26.0 0.0 0.0 
20221018.201417.606639 0.106131 1.2 26.0 0.0 0.0 
20221018.201417.606651 0.110780 1.6 19.9 7.6 9.7 
20221018.201417.606662 0.107816 1.2 26.0 0.0 0.0 
20221018.201427.606769 0.098669 1.1 26.0 0.0 0.0 
20221018.201427.606782 0.100336 1.2 26.0 0.0 0.0 
20221018.201427.606794 0.112289 1.4 26.0 2.3 2.4 
20221018.201427.606806 0.107474 1.1 26.0 0.0 0.0 
20221018.201427.606817 0.102676 1.2 26.0 0.0 0.0 
20221018.201427.606829 0.109325 1.5 20.2 11.0 9.5 
20221018.201427.606840 0.104115 1.1 26.0 0.0 0.0 
20221018.201437.606937 0.104588 1.2 26.0 0.1 0.1 
20221018.201437.606950 0.097454 1.1 26.0 0.0 0.0 
20221018.201437.606961 0.108476 1.3 26.0 0.0 0.0 
20221018.201437.606972 0.105026 1.1 26.0 0.0 0.0 
20221018.201437.606986 0.104553 1.2 26.0 0.0 0.0 
20221018.201437.606998 0.107658 1.7 18.3 9.5 9.6 
20221018.201437.607008 0.103336 1.1 26.0 0.0 0.0 
20221018.201447.607105 0.105022 1.2 26.0 0.0 0.0 
20221018.201447.607117 0.102908 1.2 26.0 0.0 0.0 
20221018.201447.607128 0.109200 1.3 26.0 0.0 0.0 
20221018.201447.607139 0.104557 1.1 26.0 0.0 0.0 
20221018.201447.607151 0.110800 1.2 26.0 0.0 0.0 
20221018.201447.607163 0.107983 1.7 19.3 13.1 13.2 
20221018.201447.607180 0.104412 1.1 26.0 0.0 0.0 
20221018.201457.607281 0.103675 1.1 26.0 0.0 0.0 
20221018.201457.607293 0.105853 1.2 26.0 0.0 0.0 
20221018.201457.607304 0.109984 1.3 26.0 0.6 0.6 
20221018.201457.607315 0.107764 1.2 26.0 0.0 0.0 
20221018.201457.607327 0.108138 1.2 26.0 0.0 0.0 
20221018.201457.607338 0.106550 1.6 19.2 7.3 6.9 
20221018.201457.607349 0.109441 1.2 26.0 0.0 0.0 
20221018.201507.607448 0.102964 1.2 26.0 0.0 0.0 
20221018.201507.607461 0.105667 1.2 26.0 0.0 0.0 
20221018.201507.607473 0.108310 1.2 26.0 0.0 0.0 
20221018.201507.607484 0.107432 1.2 26.0 0.0 0.0 
20221018.201507.607498 0.106018 1.2 26.0 0.0 0.0 
20221018.201507.607510 0.109885 1.6 20.2 11.6 12.7 
20221018.201507.607521 0.105263 1.2 26.0 0.0 0.0 
20221018.201517.607619 0.103165 1.2 26.0 0.0 0.0 
20221018.201517.607632 0.101238 1.1 26.0 0.1 0.1 
20221018.201517.607643 0.115995 1.5 26.0 2.3 2.3 
20221018.201517.607654 0.107521 1.2 26.0 0.0 0.0 
20221018.201517.607665 0.104973 1.2 26.0 0.0 0.0 
20221018.201517.607677 0.106485 1.6 20.2 12.0 11.1 
20221018.201517.607699 0.108616 1.2 26.0 0.1 0.1 
20221018.201527.607800 0.104580 1.1 26.0 0.0 0.0 
20221018.201527.607813 0.100751 1.1 26.0 0.0 0.0 
20221018.201527.607824 0.124434 1.8 25.7 5.3 5.4 
20221018.201527.607836 0.105236 1.1 26.0 0.0 0.0 
20221018.201527.607847 0.105719 1.2 26.0 0.0 0.0 
20221018.201527.607858 0.106388 1.5 19.6 6.5 8.2 
20221018.201527.607869 0.105263 1.2 26.0 0.0 0.0 
20221018.201537.607961 0.100513 1.1 26.0 0.0 0.0 
20221018.201537.607975 0.101675 1.2 26.0 0.0 0.0 
20221018.201537.607987 0.112636 1.4 26.0 2.3 2.0 
20221018.201537.607998 0.108073 1.1 26.0 0.0 0.0 
20221018.201537.608009 0.106856 1.2 26.0 0.0 0.0 
20221018.201537.608021 0.108896 1.8 18.2 11.6 10.5 
20221018.201537.608032 0.105378 1.1 26.0 0.0 0.0 
20221018.201547.608141 0.105646 1.2 26.0 0.0 0.0 
20221018.201547.608154 0.097672 1.1 26.0 0.0 0.0 
20221018.201547.608166 0.120657 1.6 26.0 2.9 3.2 
20221018.201547.608186 0.106886 1.2 26.0 0.0 0.0 
20221018.201547.608198 0.108688 1.2 26.0 0.0 0.0 
20221018.201547.608210 0.108848 1.5 19.5 12.0 11.8 
20221018.201547.608221 0.105915 1.2 26.0 0.0 0.0 
20221018.201557.608301 0.100658 1.1 26.0 0.0 0.0 
20221018.201557.608314 0.099617 1.1 26.0 0.0 0.1 
20221018.201557.608326 0.108274 1.3 26.0 0.6 0.0 
20221018.201557.608337 0.108162 1.1 26.0 0.0 0.0 
20221018.201557.608349 0.105057 1.2 26.0 0.0 0.0 
20221018.201557.608369 0.104603 1.5 19.5 10.0 9.5 
20221018.201557.608381 0.106602 1.2 26.0 0.1 0.1 
20221018.201607.608471 0.099251 1.1 26.0 0.0 0.0 
20221018.201607.608483 0.103953 1.2 26.0 0.1 0.0 
20221018.201607.608495 0.108087 1.2 26.0 0.0 0.0 
20221018.201607.608505 0.104633 1.1 26.0 0.0 0.0 
20221018.201607.608519 0.108038 1.2 26.0 0.0 0.0 
20221018.201607.608530 0.105549 1.6 19.8 8.6 9.3 
20221018.201607.608542 0.108410 1.2 26.0 0.0 0.0 
20221018.201617.608657 0.104514 1.2 26.0 0.0 0.0 
20221018.201617.608670 0.104201 1.2 26.0 0.1 0.1 
20221018.201617.608681 0.109419 1.2 26.0 0.0 0.0 
20221018.201617.608694 0.107191 1.2 26.0 0.0 0.0 
20221018.201617.608706 0.106333 1.2 26.0 0.0 0.0 
20221018.201617.608717 0.105299 1.6 19.0 12.3 11.3 
20221018.201617.608729 0.106061 1.1 26.0 0.0 0.0 
20221018.201627.608816 0.104425 1.2 26.0 0.0 0.0 
20221018.201627.608829 0.100777 1.2 26.0 0.0 0.0 
20221018.201627.608850 0.110078 1.3 26.0 0.0 0.0 
20221018.201627.608863 0.107699 1.1 26.0 0.0 0.0 
20221018.201627.608875 0.105789 1.2 26.0 0.0 0.0 
20221018.201627.608886 0.107648 1.9 16.9 7.5 8.0 
20221018.201627.608898 0.109974 1.1 26.0 0.0 0.0 
20221018.201637.608985 0.104271 1.2 26.0 0.0 0.0 
20221018.201637.608997 0.101112 1.1 26.0 0.0 0.0 
20221018.201637.609009 0.111196 1.3 26.0 1.9 1.8 
20221018.201637.609022 0.101131 1.1 26.0 0.0 0.0 
20221018.201637.609044 0.109509 1.2 26.0 0.0 0.0 
20221018.201637.609056 0.105709 1.7 18.5 11.0 10.0 
20221018.201637.609067 0.109699 1.2 26.0 0.0 0.0 
20221018.201647.609157 0.102459 1.2 26.0 0.0 0.0 
20221018.201647.609170 0.105891 1.2 26.0 0.0 0.0 
20221018.201647.609181 0.110499 1.2 26.0 0.0 0.0 
20221018.201647.609192 0.105633 1.1 26.0 0.0 0.0 
20221018.201647.609204 0.106413 1.2 26.0 0.0 0.0 
20221018.201647.609216 0.107159 1.4 21.8 9.2 10.9 
20221018.201647.609227 0.105824 1.1 26.0 0.0 0.0 
20221018.201657.609327 0.103820 1.2 26.0 0.0 0.0 
20221018.201657.609339 0.103590 1.2 26.0 0.0 0.0 
20221018.201657.609350 0.111525 1.4 26.0 1.7 1.7 
20221018.201657.609362 0.105647 1.1 26.0 0.0 0.0 
20221018.201657.609375 0.106458 1.2 26.0 0.0 0.0 
20221018.201657.609387 0.109247 1.5 20.5 10.3 8.5 
20221018.201657.609398 0.102570 1.1 26.0 0.0 0.0 
20221018.201707.609511 0.101232 1.1 26.0 0.0 0.0 
20221018.201707.609534 0.103527 1.2 26.0 0.0 0.0 
20221018.201707.609549 0.107587 1.2 26.0 0.0 0.0 
20221018.201707.609561 0.105303 1.2 26.0 0.0 0.0 
20221018.201707.609574 0.108475 1.2 26.0 0.0 0.0 
20221018.201707.609587 0.106380 1.7 19.8 9.8 11.0 
20221018.201707.609600 0.109707 1.2 26.0 0.0 0.0 
20221018.201717.609681 0.104679 1.2 26.0 0.0 0.0 
20221018.201717.609693 0.100559 1.1 26.0 0.0 0.0 
20221018.201717.609704 0.116939 1.5 26.0 2.3 2.3 
20221018.201717.609716 0.100178 1.1 26.0 0.0 0.0 
20221018.201717.609727 0.104843 1.2 26.0 0.0 0.0 
20221018.201717.609739 0.107269 1.5 20.2 10.3 9.4 
20221018.201717.609751 0.109550 1.2 26.0 0.0 0.0 
20221018.201727.609840 0.098339 1.1 26.0 0.0 0.0 
20221018.201727.609852 0.101672 1.2 26.0 0.0 0.0 
20221018.201727.609863 0.106426 1.2 26.0 0.0 0.0 
20221018.201727.609875 0.101322 1.1 26.0 0.0 0.0 
20221018.201727.609886 0.103857 1.2 26.0 0.0 0.0 
20221018.201727.609899 0.105141 1.5 20.1 9.0 9.5 
20221018.201727.609910 0.102459 1.1 26.0 0.0 0.0 
20221018.201737.610019 0.102134 1.1 26.0 0.0 0.0 
20221018.201737.610032 0.102187 1.2 26.0 0.0 0.0 
20221018.201737.610043 0.105399 1.2 26.0 0.0 0.0 
20221018.201737.610054 0.104895 1.1 26.0 0.0 0.0 
20221018.201737.610066 0.107211 1.2 26.0 0.0 0.0 
20221018.201737.610078 0.104551 1.5 20.6 11.4 10.6 
20221018.201737.610090 0.108693 1.2 26.0 0.0 0.0 
20221018.201747.610184 0.101789 1.2 26.0 0.0 0.0 
20221018.201747.610198 0.100269 1.2 26.0 0.0 0.0 
20221018.201747.610210 0.115343 1.5 25.9 2.9 2.9 
20221018.201747.610222 0.108046 1.1 26.0 0.0 0.0 
20221018.201747.610233 0.104473 1.2 26.0 0.0 0.0 
20221018.201747.610246 0.108253 1.6 19.5 9.0 10.3 
20221018.201747.610257 0.106411 1.2 26.0 0.0 0.0 
20221018.201757.610364 0.103497 1.2 26.0 0.0 0.0 
20221018.201757.610377 0.100330 1.1 26.0 0.0 0.0 
20221018.201757.610388 0.107004 1.2 26.0 0.0 0.0 
20221018.201757.610399 0.102627 1.1 26.0 0.0 0.0 
20221018.201757.610411 0.106491 1.2 26.0 0.0 0.0 
20221018.201757.610423 0.104591 1.5 20.3 12.0 10.5 
20221018.201757.610434 0.106598 1.2 26.0 0.0 0.0 
20221018.201807.610527 0.103737 1.2 26.0 0.0 0.0 
20221018.201807.610539 0.102717 1.1 26.0 0.0 0.0 
20221018.201807.610550 0.116855 1.5 26.0 2.3 2.3 
20221018.201807.610561 0.104301 1.1 26.0 0.0 0.0 
20221018.201807.610573 0.105799 1.2 26.0 0.0 0.0 
20221018.201807.610584 0.110310 1.6 20.0 8.5 9.2 
20221018.201807.610595 0.106159 1.2 26.0 0.1 0.1 
20221018.201817.610696 0.105098 1.2 26.0 0.0 0.0 
20221018.201817.610709 0.102175 1.2 26.0 0.0 0.0 
20221018.201817.610720 0.120975 1.5 26.0 2.9 2.9 
20221018.201817.610732 0.110022 1.2 26.0 0.0 0.0 
20221018.201817.610743 0.110510 1.2 26.0 0.0 0.0 
20221018.201817.610755 0.110269 1.5 21.0 9.3 11.3 
20221018.201817.610766 0.109048 1.2 26.0 0.0 0.0 
20221018.201827.610872 0.102281 1.1 26.0 0.0 0.0 
20221018.201827.610885 0.100929 1.1 26.0 0.0 0.0 
20221018.201827.610896 0.105984 1.2 26.0 0.0 0.0 
20221018.201827.610907 0.107710 1.1 26.0 0.0 0.0 
20221018.201827.610919 0.107922 1.2 26.0 0.0 0.0 
20221018.201827.610931 0.103326 1.5 20.1 11.5 9.3 
20221018.201827.610943 0.108757 1.2 26.0 0.0 0.0 
20221018.201837.611045 0.103210 1.2 26.0 0.0 0.0 
20221018.201837.611057 0.102455 1.2 26.0 0.0 0.0 
20221018.201837.611070 0.104234 1.2 26.0 0.0 0.0 
20221018.201837.611081 0.103077 1.1 26.0 0.0 0.0 
20221018.201837.611092 0.107357 1.2 26.0 0.0 0.0 
20221018.201837.611104 0.107300 1.5 20.2 8.4 8.9 
20221018.201837.611115 0.109928 1.2 26.0 0.0 0.0 
20221018.201847.611217 0.104656 1.2 26.0 0.0 0.0 
20221018.201847.611229 0.100432 1.1 26.0 0.0 0.0 
20221018.201847.611241 0.109936 1.2 26.0 0.0 0.0 
20221018.201847.611252 0.108341 1.1 26.0 0.0 0.0 
20221018.201847.611264 0.108993 1.2 26.0 0.0 0.0 
20221018.201847.611276 0.105389 1.7 18.4 11.0 10.9 
20221018.201847.611287 0.106453 1.2 26.0 0.0 0.0 
20221018.201857.611381 0.105872 1.2 26.0 0.0 0.0 
20221018.201857.611393 0.102026 1.2 26.0 0.0 0.0 
20221018.201857.611404 0.111742 1.4 26.0 0.0 1.8 
20221018.201857.611415 0.107424 1.1 26.0 0.0 0.0 
20221018.201857.611428 0.103953 1.2 26.0 0.0 0.0 
20221018.201857.611440 0.107679 1.8 17.9 10.1 9.4 
20221018.201857.611451 0.105889 1.2 26.0 0.0 0.0 
20221018.201907.611554 0.104295 1.2 26.0 0.0 0.0 
20221018.201907.611567 0.101078 1.1 26.0 0.0 0.0 
20221018.201907.611578 0.114059 1.5 25.8 4.0 2.4 
20221018.201907.611590 0.100726 1.1 26.0 0.0 0.0 
20221018.201907.611602 0.107437 1.2 26.0 0.0 0.0 
20221018.201907.611614 0.105087 1.7 19.0 12.0 11.7 
20221018.201907.611625 0.105587 1.2 26.0 0.0 0.0 
20221018.201917.611733 0.103306 1.1 26.0 0.0 0.0 
20221018.201917.611746 0.103436 1.2 26.0 0.0 0.0 
20221018.201917.611757 0.106724 1.2 26.0 0.0 0.0 
20221018.201917.611769 0.104858 1.1 26.0 0.0 0.0 
20221018.201917.611788 0.106068 1.2 26.0 0.0 0.0 
20221018.201917.611800 0.102154 1.5 19.5 8.1 8.5 
20221018.201917.611811 0.109077 1.2 26.0 0.0 0.0 
20221018.201927.611895 0.104290 1.2 26.0 0.0 0.0 
20221018.201927.611907 0.083257 1.2 26.0 0.0 0.0 
20221018.201927.611918 0.108434 1.2 26.0 0.0 0.0 
20221018.201927.611929 0.106747 1.1 26.0 0.1 0.1 
20221018.201927.611941 0.107867 1.2 26.0 0.1 0.1 
20221018.201927.611953 0.107838 1.4 21.3 9.4 12.4 
20221018.201927.611977 0.106237 1.1 26.0 0.0 0.0 
20221018.201937.612071 0.103450 1.1 26.0 0.0 0.0 
20221018.201937.612084 0.102750 1.1 26.0 0.0 0.0 
20221018.201937.612096 0.104651 1.1 26.0 0.0 0.0 
20221018.201937.612110 0.103053 1.1 26.0 0.0 0.0 
20221018.201937.612122 0.107458 1.5 18.4 11.9 9.8 
20221018.201937.612134 0.105538 1.1 26.0 0.0 0.0 
20221018.201947.612237 0.102251 1.1 26.0 0.0 0.0 
20221018.201947.612251 0.118292 1.5 26.0 4.0 3.9 
20221018.201947.612262 0.104773 1.1 26.0 0.0 0.0 
20221018.201947.612284 0.101215 1.1 26.0 0.0 0.0 
20221018.201947.612296 0.106860 1.3 19.9 11.1 10.1 
20221018.201947.612308 0.106644 1.1 26.0 0.0 0.0 
20221018.201957.612407 0.100471 1.1 26.0 0.0 0.0 
20221018.201957.612420 0.108781 1.1 26.0 0.0 0.0 
20221018.201957.612432 0.105358 1.1 26.0 0.0 0.0 
20221018.201957.612445 0.104069 1.1 26.0 0.0 0.0 
20221018.201957.612457 0.107330 1.4 18.9 9.8 9.6 
20221018.201957.612468 0.105976 1.1 26.0 0.0 0.0 
20221018.202007.612578 0.096905 1.1 26.0 0.0 0.0 
20221018.202007.612591 0.128925 1.6 25.9 4.9 5.1 
20221018.202007.612604 0.106171 1.1 26.0 0.0 0.0 
20221018.202007.612616 0.098586 1.1 26.0 0.0 0.0 
20221018.202007.612628 0.108902 1.3 20.2 8.8 9.3 
20221018.202007.612641 0.102495 1.1 26.0 0.0 0.0 
20221018.202017.612748 0.097015 1.1 26.0 0.0 0.0 
20221018.202017.612761 0.110974 1.1 26.0 0.1 0.1 
20221018.202017.612773 0.106959 1.1 26.0 0.0 0.0 
20221018.202017.612787 0.101973 1.1 26.0 0.1 0.1 
20221018.202017.612800 0.105867 1.4 19.7 10.1 12.6 
20221018.202017.612812 0.104634 1.1 26.0 0.0 0.0 
20221018.202027.612925 0.103712 1.1 26.0 0.0 0.0 
20221018.202027.612939 0.108202 1.3 26.0 2.0 2.0 
20221018.202027.612951 0.102675 1.1 26.0 0.0 0.0 
20221018.202027.612964 0.102776 1.1 26.0 0.0 0.0 
20221018.202027.612977 0.103965 1.3 19.3 11.8 8.9 
20221018.202027.612988 0.103165 1.1 26.0 0.0 0.0 
20221018.202037.613094 0.099335 1.1 26.0 0.0 0.0 
20221018.202037.613106 0.111386 1.2 26.0 0.0 0.0 
20221018.202037.613118 0.104565 1.1 26.0 0.0 0.0 
20221018.202037.613130 0.100658 1.1 26.0 0.0 0.0 
20221018.202037.613142 0.108414 1.3 20.5 10.3 10.3 
20221018.202037.613154 0.104646 1.1 26.0 0.0 0.0 
20221018.202047.613263 0.098198 1.1 26.0 0.0 0.0 
20221018.202047.613277 0.107040 1.1 26.0 0.0 0.0 
20221018.202047.613289 0.105450 1.1 26.0 0.0 0.0 
20221018.202047.613301 0.103831 1.1 26.0 0.0 0.0 
20221018.202047.613313 0.110226 1.6 18.6 8.0 7.7 
20221018.202047.613324 0.105396 1.1 26.0 0.0 0.0 
20221018.202057.613434 0.098968 1.1 26.0 0.0 0.0 
20221018.202057.613446 0.108691 1.2 26.0 0.0 0.0 
20221018.202057.613458 0.106299 1.1 26.0 0.0 0.0 
20221018.202057.613471 0.109011 1.2 26.0 0.1 0.1 
20221018.202057.613483 0.114446 2.1 16.8 14.6 14.5 
20221018.202057.613496 0.112149 1.2 26.0 0.1 0.1 
20221018.202107.613602 0.000130 5.0 9.0 0.0 0.0 
20221018.202107.613616 0.101163 1.1 26.0 0.0 0.0 
20221018.202107.613626 0.000009 1.0 26.0 0.0 100.0 
20221018.202107.613637 0.106350 1.2 26.0 0.0 0.0 
20221018.202107.613651 0.103922 1.1 26.0 0.0 0.0 
20221018.202107.613664 0.108124 1.2 26.0 0.0 0.0 
20221018.202107.613676 0.112518 1.7 18.9 4.5 6.3 
20221018.202107.613687 0.110558 1.2 26.0 0.0 0.0 
20221018.202117.613783 0.100246 1.1 26.0 0.0 0.0 
20221018.202117.613796 0.107044 1.2 26.0 0.0 0.0 
20221018.202117.613808 0.107689 1.1 26.0 0.0 0.0 
20221018.202117.613820 0.112549 1.3 26.0 0.0 0.0 
20221018.202117.613833 0.113537 1.5 19.5 10.6 10.0 
20221018.202117.613845 0.111576 1.2 26.0 0.0 0.0 
20221018.202127.613942 0.000159 2.0 9.0 0.0 50.0 
20221018.202127.613957 0.098957 1.1 26.0 0.0 0.0 
20221018.202127.613968 0.109728 1.2 26.0 0.0 0.0 
20221018.202127.613980 0.107285 1.1 26.0 0.0 0.0 
20221018.202127.613991 0.109812 1.2 26.0 0.0 0.0 
20221018.202127.614003 0.116306 1.8 18.2 9.6 9.5 
20221018.202127.614014 0.110634 1.1 26.0 0.0 0.0 
20221018.202137.614121 0.269944 2.5 20.7 0.3 0.1 
20221018.202137.614134 0.103389 1.1 26.0 0.0 0.0 
20221018.202137.614145 0.107493 1.2 26.0 0.0 0.0 
20221018.202137.614156 0.108118 1.2 26.0 0.0 0.0 
20221018.202137.614167 0.108984 1.3 26.0 0.0 0.0 
20221018.202137.614180 0.109422 1.4 20.0 11.3 10.6 
20221018.202137.614190 0.106026 1.2 26.0 0.0 0.0 
20221018.202147.614292 0.320839 1.7 26.0 0.0 0.0 
20221018.202147.614305 0.104452 1.2 26.0 0.0 0.0 
20221018.202147.614317 0.122842 1.4 26.0 1.7 1.6 
20221018.202147.614329 0.104948 1.2 26.0 0.0 0.0 
20221018.202147.614341 0.108036 1.3 26.0 0.2 0.2 
20221018.202147.614354 0.107951 1.5 18.5 13.4 13.7 
20221018.202147.614366 0.106789 1.2 26.0 0.0 0.0 
20221018.202157.614461 0.310196 1.6 26.0 0.0 0.0 
20221018.202157.614475 0.106270 1.2 26.0 0.0 0.0 
20221018.202157.614487 0.118302 1.4 26.0 2.3 2.1 
20221018.202157.614498 0.107754 1.2 26.0 0.0 0.0 
20221018.202157.614510 0.109955 1.2 26.0 0.0 0.0 
20221018.202157.614521 0.108063 1.8 17.2 5.6 5.4 
20221018.202157.614531 0.109852 1.2 26.0 0.0 0.0 
20221018.202207.614639 0.303946 1.6 26.0 0.0 0.0 
20221018.202207.614652 0.106392 1.2 26.0 0.0 0.0 
20221018.202207.614664 0.128136 1.5 26.0 3.0 3.3 
20221018.202207.614676 0.108757 1.2 26.0 0.0 0.0 
20221018.202207.614688 0.107279 1.2 26.0 0.0 0.0 
20221018.202207.614700 0.106892 1.4 20.7 10.9 10.7 
20221018.202207.614712 0.107662 1.2 26.0 0.0 0.0 
20221018.202217.614818 0.308241 1.6 26.0 0.0 0.0 
20221018.202217.614831 0.101945 1.2 26.0 0.0 0.0 
20221018.202217.614843 0.104832 1.2 26.0 0.0 0.0 
20221018.202217.614854 0.106593 1.2 26.0 0.0 0.0 
20221018.202217.614866 0.105227 1.2 26.0 0.0 0.0 
20221018.202217.614878 0.108427 1.5 19.1 10.4 9.5 
